ch_zh_0000|ch_zh_0000.wav|Momentan chamer ihn in 'Parasite', em Siegerfilm vo Cannes, gseh.
ch_zh_0001|ch_zh_0001.wav|D Boeing vom Typ sibedrüsibe-achthundert NG seg erst sit zweitusigsächzäh fürs Unternähme im Isatz.
ch_zh_0002|ch_zh_0002.wav|Jetzt isch d Pflägefachfrau sit Monate arbetsunfähig.
ch_zh_0003|ch_zh_0003.wav|De isch au im April wider zueverlässig uf sim heisse Stuehl gsässe.
ch_zh_0004|ch_zh_0004.wav|'D Parlamentarier beziehnd sich sicher au uf di dütsche Vorschläg', glaubt de SRF-Klimaexpert Klaus Ammann.
ch_zh_0005|ch_zh_0005.wav|Er söll nöchstens abbout, restauriert und ade gliche Stell wider ufbout werde.
ch_zh_0006|ch_zh_0006.wav|Die 'dummi, vulgäri Komödie' segi beschämend für alli Beteiligte.
ch_zh_0007|ch_zh_0007.wav|Er macht einteiligi und zämegsetzti Fädere.
ch_zh_0008|ch_zh_0008.wav|Si entstönd langsam und mached weniger Schmerze und Beschwerde als es Gerstechorn.
ch_zh_0009|ch_zh_0009.wav|Drum isch si au für vill Bürgerlichi wählbar.
ch_zh_0010|ch_zh_0010.wav|D Politologin Sarah Bütikofer:'Mer chan nöd erwarte, dass sich de Umgangston oder d Politik im Allgemeine fundamental verändered.'
ch_zh_0011|ch_zh_0011.wav|Si bout es Näscht, leit Eier und füetered ihri Junge mit Polle.
ch_zh_0012|ch_zh_0012.wav|De Grund: Moor sind entwässered und trochegleit worde, zum Weideland aber au Torf und Brännstoff überzcho.
ch_zh_0013|ch_zh_0013.wav|Vill impfskeptischi Eltere informiered sich im Internet.
ch_zh_0014|ch_zh_0014.wav|Si stönd hüt nöcher bim Rathus und diened de offizielle Beflaggig.
ch_zh_0015|ch_zh_0015.wav|Au de Bewis enthaltet analytischi Schwäche wo erscht spöter händ chöne besitigt werde.
ch_zh_0016|ch_zh_0016.wav|Bim Schwümme isch en einteilige Ahzug mit Ärmel üblich.
ch_zh_0017|ch_zh_0017.wav|De Spiler hät de Reisestress nachem Spil nüt usgmacht.
ch_zh_0018|ch_zh_0018.wav|Dass England a däre WM um de Titel kämpft, isch für ihn aber meh als verdient.
ch_zh_0019|ch_zh_0019.wav|D Stufe gaht vo de absolute Zahle geochronologisch vo öpe Millione bis öpe Millione Jahr.
ch_zh_0020|ch_zh_0020.wav|Am Sunntig und am Mäntig teilwis sunnig
ch_zh_0021|ch_zh_0021.wav|Will si verstönd, dass das d Position vode brasilianische Wirtschaft wältwit würd schwächer mache.
ch_zh_0022|ch_zh_0022.wav|Bargäld im grosse Stil zlagere segi aber au nöd ganz günstig.
ch_zh_0023|ch_zh_0023.wav|D Investitionschoste sind nach Schätzige vode Branche zwüsched eis und drü Milliarde Franke.
ch_zh_0024|ch_zh_0024.wav|Das gaht aber nur guet, wemmer di eigene Date ohni Problem usde Hand geh chan.
ch_zh_0025|ch_zh_0025.wav|Es hinterlaht Rückständ im Trinkwasser.
ch_zh_0026|ch_zh_0026.wav|Je nach Kanton werded Leistige vode Seniore sälber übernoh, wo imne andere Kanton d Chrankekasse decked.
ch_zh_0027|ch_zh_0027.wav|Surmeir im Oberhalbstei isch di einzig gross Region, wo Romantsch Grischun no ide Schuel unterrichtet.
ch_zh_0028|ch_zh_0028.wav|Und das segi ebe es Zeiche, dass d Windgschwindigkeite ide Alpetäler nomal zuenähmed.
ch_zh_0029|ch_zh_0029.wav|E Jagderlaubnis i däne Zone würd d Chance vom Referändum, wo scho im Rum staht, erhöhe.
ch_zh_0030|ch_zh_0030.wav|Monothematischi Mässe wie d Giardina oder d Swissbou sind au beliebt.
ch_zh_0031|ch_zh_0031.wav|Da stönd Chopfsalat, Eichblattsalat und Zuckerhuet näbed CarmelleTomate, Zitronebasilikum und Bluememischige.
ch_zh_0032|ch_zh_0032.wav|Will bi de Standortwahl isch für Unternähme nöd nur de Stürsatz entscheidend.
ch_zh_0033|ch_zh_0033.wav|De Bundesrat will s Programm jetzt uf jungi Zuewanderer usserhalb vom Asylbereich uswite.
ch_zh_0034|ch_zh_0034.wav|Di entsprächende abgschnittene Szene werded i dere Version als Extras ahghänkt.
ch_zh_0035|ch_zh_0035.wav|De chan aber im Rahme vomne Missverständnis vom Betrachter trotzdem dargstellt beziehigswis ahdütet werde.
ch_zh_0036|ch_zh_0036.wav|Ich düte ihre mis Interässe offesichtlich ah.
ch_zh_0038|ch_zh_0038.wav|No sin Vater hät de Ralph Voltz zum Zeichne animiert.
ch_zh_0039|ch_zh_0039.wav|Er hät ihn ellei durquert und hät sini Soldate nachenand bim Name grüeft.
ch_zh_0040|ch_zh_0040.wav|Tag und Nacht hämmer d Mängi ahgschroue.
ch_zh_0041|ch_zh_0041.wav|Da lit si ufem Sofa und starrt mich mit grosse Auge ah.
ch_zh_0042|ch_zh_0042.wav|Ide Vergangeheit hät au s Low-Bandwidth-X-Projekt vom Keth Packard i däm Bereich gschaffed.
ch_zh_0043|ch_zh_0043.wav|S Nervesystem hät nöd mit 'Repräsentatione' vonere unabhängige Ussewält gschaffed.
ch_zh_0044|ch_zh_0044.wav|Währendem Erste Wältchrieg häsch du für di britischi Admiralität gschaffed.
ch_zh_0045|ch_zh_0045.wav|Scho vo witem hani chöne gseh dass er sini Fläsche usleert.
ch_zh_0046|ch_zh_0046.wav|Ich han mich aso vorem Arzt abzoge.
ch_zh_0047|ch_zh_0047.wav|Ziehn d Jagge besser ab susch versticksch ja no.
ch_zh_0048|ch_zh_0048.wav|Di korrupte Priester händ aber abglehnt, will en andere persische Abgsandte si bestoche hät.
ch_zh_0049|ch_zh_0049.wav|De Kreon beharrt ufem Verbot und verdächtigt de Teiresias bestoche worde zsi.
ch_zh_0050|ch_zh_0050.wav|Ide Schuel hät er nöd dur useragendi Leistige überzügt.
ch_zh_0051|ch_zh_0051.wav|D Änkelin vom Duce hät das mit Skepsis ahglueged.
ch_zh_0052|ch_zh_0052.wav|Mit de Elektifizierig vom Hushalt isch au s Glettise elektrisch gheizt worde.
ch_zh_0053|ch_zh_0053.wav|Er lost de Lehrer im Unterricht nie zue.
ch_zh_0054|ch_zh_0054.wav|Wäg sim Unfall ghört er nüt meh.
ch_zh_0055|ch_zh_0055.wav|Wo si am Dutch s Portemonnaie klaut hät, hät sis anere Tankstell zrugg glah.
ch_zh_0056|ch_zh_0056.wav|D Penny gseht das als en glungene Witz und lacht de Barris us.
ch_zh_0057|ch_zh_0057.wav|Dänn lacht er si us und rännt furt.
ch_zh_0058|ch_zh_0058.wav|D Raupe ernähred sich hauptsächlich vode Bletter vo Habichtschrut und Chrotepösche.
ch_zh_0059|ch_zh_0059.wav|Det parkiersch und gahsch über d Strass.
ch_zh_0060|ch_zh_0060.wav|Gäge s Endi vom Tag hät de Eddie e hellgäli Blueme am Wägrand gfunde und si für si pflückt.
ch_zh_0061|ch_zh_0061.wav|Also hani pfuscht.
ch_zh_0063|ch_zh_0063.wav|S Auto rased durd Nacht.
ch_zh_0064|ch_zh_0064.wav|Das mit de Pneu isch e chindischi Racheaktion gsi.
ch_zh_0065|ch_zh_0065.wav|Sini Reder händ duredrät, er isch ufd Site grutscht.
ch_zh_0066|ch_zh_0066.wav|Wär au immer de Pulli glismed hät, entweder isch si halb blind gsi oder hät mit eim Aug uf de Fernseh gspienzled.
ch_zh_0067|ch_zh_0067.wav|Aber de Hosmer isch i Gäldsache unabhängig gsi und hät nie au nur uf ein Schilling vo mir gspienzled.
ch_zh_0068|ch_zh_0068.wav|Aber sind si lislig, di Chlini schlaft.
ch_zh_0069|ch_zh_0069.wav|Ich han dazumal no sehr schnäll gschaffed.
ch_zh_0070|ch_zh_0070.wav|Si händ doch nöd öpe mitem alte Bert gschwätzt, oder?
ch_zh_0071|ch_zh_0071.wav|Ich luege ihn ah.
ch_zh_0072|ch_zh_0072.wav|Er luegt si erstunt ah.
ch_zh_0073|ch_zh_0073.wav|Zum Tüfel, hani verbittered dänkt, dänn betrinki mi hald.
ch_zh_0074|ch_zh_0074.wav|Vor allem luegsch du bizli ume.
ch_zh_0075|ch_zh_0075.wav|Ihr chönd nöd glaubt ha, dass er günnt.
ch_zh_0076|ch_zh_0076.wav|Wiso spart er dänn mit de Marita sonen Huufe Gäld.
ch_zh_0077|ch_zh_0077.wav|Si händ nie mitenand gstirtte.
ch_zh_0078|ch_zh_0078.wav|Aber si hät mit ihm tanzt.
ch_zh_0079|ch_zh_0079.wav|Er hät ois alli tosche.
ch_zh_0080|ch_zh_0080.wav|Mir händ öpis trunke zum ois entspanne.
ch_zh_0081|ch_zh_0081.wav|Dänn händ d Grücht aso nöd übertribe, Mami.
ch_zh_0082|ch_zh_0082.wav|S letschte Ereignis belatet ihn unnötigerwis.
ch_zh_0083|ch_zh_0083.wav|De Jack nickt währed däm am Dale zue.
ch_zh_0084|ch_zh_0084.wav|D Sunne blibt ois erhalte und zwar bis Mitti Namittag.
ch_zh_0085|ch_zh_0085.wav|Aber Richtig Norde und Weste da hämmer doch scho vill Rägewulche.
ch_zh_0086|ch_zh_0086.wav|D Höchstwert liged da gad mal so bi rund zwänzg Grad.
ch_zh_0087|ch_zh_0087.wav|De Bärge nah gits hingäge hüfiger Schnee.
ch_zh_0088|ch_zh_0088.wav|De Hochnäbel löst sich dänn aber im Lauf vom Tag bald emal uf.
ch_zh_0089|ch_zh_0089.wav|Im Norde blibts winterlich mit minus zwei bis drü Grad als Maximum, wärmer wirds im Tessin mit rund acht Grad.
ch_zh_0090|ch_zh_0090.wav|Am Dunnstig staut sich dänn d Füechtigkeit und de Schnee no a de Voralpe.
ch_zh_0091|ch_zh_0091.wav|Au bi ois wirds sogar wider milder.
ch_zh_0093|ch_zh_0093.wav|Allerdings ischs in Bern zerst no zum Teil bewölkt.
ch_zh_0094|ch_zh_0094.wav|Ide Alpe und im Süde isches meistens sunnig.
ch_zh_0096|ch_zh_0096.wav|Ahgnähmi Temperature sind abem Zistig zerwarte.
ch_zh_0097|ch_zh_0097.wav|D Luft isch fürd Jahreszit sehr mild.
ch_zh_0098|ch_zh_0098.wav|Im Flachland Hochnäbel, wobi de immer tüfer abe chunnt.
ch_zh_0099|ch_zh_0099.wav|Arktischi Temperature schined de November und Dezember zbeherrsche.
ch_zh_0100|ch_zh_0100.wav|Namentlich chli ide Voralpetäler und spöter au ide Nordwestschwiz.
ch_zh_0101|ch_zh_0101.wav|Was seit d Sexualpädagogik zude 'Generation Porno'?
ch_zh_0102|ch_zh_0102.wav|In Äthiopie grüessi mer sich bi Augekontakt, au wenn mer sich nöd känni.
ch_zh_0103|ch_zh_0103.wav|Si spillt mit däm offesichtlich uf ihre früeneri Bruef als Konzertpianistin ah.
ch_zh_0104|ch_zh_0104.wav|Sporthalle, Schwümmbad und Rundbahn werded perfekt id Jurahügel ibetted.
ch_zh_0106|ch_zh_0106.wav|Han nur schnäll en Cappucino wele trinke und gad wider witer welle.
ch_zh_0107|ch_zh_0107.wav|Meistens in Italie, aber au Russland oder Dubai.
ch_zh_0108|ch_zh_0108.wav|Tusigi Nigerianerinne landed jedes Jahr ide Prostitution im Usland.
ch_zh_0109|ch_zh_0109.wav|De Druck uf d Regierig vo China segi hoech, seit de Wu.
ch_zh_0111|ch_zh_0111.wav|Au de Verfassigsschutz warnt vor de glichblibend höche Mobilisierigschraft.
ch_zh_0112|ch_zh_0112.wav|S Abkomme seg für Italie aber chum vo Vorteil, vo däm isch de Chinaforscher Thomas Eder überzügt.
ch_zh_0113|ch_zh_0113.wav|S Schribe lit de Nachrichteagenture vom Reuter und de AFP vor.
ch_zh_0114|ch_zh_0114.wav|Vill Sudanesinne und Sudanese wänd offebar trotz de Absetzig vom Langzitherrscher al-Baschir nöd vode Strass wäg.
ch_zh_0115|ch_zh_0115.wav|Nach Abstächer zum EDA und zu Amnesty International ischer zum SRF cho.
ch_zh_0116|ch_zh_0116.wav|Si isch nöd s Vorbild vode Regierige vo ihrne hundertdrüenünzg Mitglieder, sondern s Spiegelbild vo ihne.
ch_zh_0117|ch_zh_0117.wav|Wills momentan so isch, dass de Böle bide Schwizer Fründe isch.
ch_zh_0118|ch_zh_0118.wav|Bi däm gahts aber nöd nur um qualifizierts Personal.
ch_zh_0119|ch_zh_0119.wav|De Hervé Rayner isch Profässer für Politikwüsseschafte ade Uni Lausanne.
ch_zh_0120|ch_zh_0120.wav|Das sind Unterschied.
ch_zh_0121|ch_zh_0121.wav|Und will sich de Gränzkanton inere regionale Veribarig zude Zil bekännt hegi, müssi er jetzt handle.
ch_zh_0122|ch_zh_0122.wav|Es brüchti drum zerscht e Vermittlig vo Dritte.
ch_zh_0123|ch_zh_0123.wav|Aber d Erwartig isch, dass di digitali Telefonie di glichi Glaubwürdigkeit und vor allem Stabilität hät wie di analogi Telefonie.
ch_zh_0124|ch_zh_0124.wav|Zuegleit hegi d SP nach däre Hochrächnig aber nöd.
ch_zh_0125|ch_zh_0125.wav|Will scho i ihrere Chindheit hät de Rothaarigi nur Blödsinn tribe.
ch_zh_0126|ch_zh_0126.wav|De Ofe wird im Jahr mehrmals zum Brot oder Gebäck bache brucht.
ch_zh_0127|ch_zh_0127.wav|Im Früelig isch de Waldbode grossflächig mit Gugu-Blüemli bedeckt.
ch_zh_0128|ch_zh_0128.wav|Wenner sich mit mythologische Theme usenandsetzt, dänn meistens mit de Heldetate vom Herakles oder Theseus.
ch_zh_0129|ch_zh_0129.wav|Nachere Halbstund isch d Fürsprütze kaputt gsi.
ch_zh_0130|ch_zh_0130.wav|Im Ahschluss a das händ Mistschüeler sis Velo demoliert.
ch_zh_0131|ch_zh_0131.wav|Während sim Studium ischer Mitglied im 'Verein Deutscher Studenten Marburg' worde.
ch_zh_0132|ch_zh_0132.wav|Di disjährig Retrospektive ischem 'Spaghetti Western' gwidmet gsi.
ch_zh_0133|ch_zh_0133.wav|Au lit Singapur innerhalb vo dem Mittelmeer.
ch_zh_0134|ch_zh_0134.wav|Voralberg und s Tirol händ am Dunnstig und Fritig Sturmwarnige usegeh.
ch_zh_0135|ch_zh_0135.wav|In Binsdorf gits en Dorflade zur Grundversorgig sowie diversi Gaststett.
ch_zh_0136|ch_zh_0136.wav|De Reeves isch de gsi wo de Phoenix überzügt hät de Film zdreie.
ch_zh_0137|ch_zh_0137.wav|D Figur gilt als Symbol für gränzelosi Dummheit.
ch_zh_0138|ch_zh_0138.wav|Näbed de hüt übliche Bezeichnig als 'Eichelhäher' sind zahlrichi anderi Trivialnäme beleit.
ch_zh_0139|ch_zh_0139.wav|Fürde Bahnbetrib sind eigeni Wasserchraftwerch igrichtet worde.
ch_zh_0140|ch_zh_0140.wav|Die Ahordnig mit zwei überenand ligende Glenkwälle hät e eigenartigi Konstruktion vom Drehgstell usgmacht.
ch_zh_0141|ch_zh_0141.wav|Wo d Situation unerträglich wird planed e handvoll Manne de Usbruch.
ch_zh_0143|ch_zh_0143.wav|Hüt wered vorallem Erdbeeri ahbout.
ch_zh_0144|ch_zh_0144.wav|Am Geschwister-Scholl-Gymnasium isch en Leitfade für Eltere, Lehrchräft und Schüeler und Schüelerinne erarbeitet worde.
ch_zh_0145|ch_zh_0145.wav|Si laht s Auto inen Fluss stürze und explodiere.
ch_zh_0146|ch_zh_0146.wav|De FIlm wird ufgrund vode extrem gnaue Darstellig starch kritisiert.
ch_zh_0147|ch_zh_0147.wav|D Tüfi vode Fensterbank chan vo Gebäude zu Gebäude variiere.
ch_zh_0148|ch_zh_0148.wav|D Leitig hät erchlärt, dass si troztem witerhin a ihm als Sportchef festhalte wänd.
ch_zh_0149|ch_zh_0149.wav|Nachdem sich stählerni Gschützrohr bewährt gha händ, eind au d Lafette us Stahl härgstellt worde.
ch_zh_0150|ch_zh_0150.wav|D Badi isch di einzig zueglahni Badestell im Obersee.
ch_zh_0151|ch_zh_0151.wav|Scho am Fritignamittag sind di erste Teilnehmer im Fahrerlager ahcho.
ch_zh_0152|ch_zh_0152.wav|Spöter hät er au de Cao Cao behandlet, wo a furchtbarem Chopfweh glitte hät.
ch_zh_0153|ch_zh_0153.wav|Beidi Eltere fuetered.
ch_zh_0154|ch_zh_0154.wav|Si isch dadebi mit es paar andere Persone im Gedränge is Wasser gstürzt und vertrunke.
ch_zh_0155|ch_zh_0155.wav|Wo bekannt worde isch wer er isch, ischer is Gfängnis in Utrecht cho.
ch_zh_0156|ch_zh_0156.wav|De Esau lernt schnäll zfolge.
ch_zh_0157|ch_zh_0157.wav|D Bürger sind jetzt vor de Frag gstande, wem vo dene beide si folge sölled.
ch_zh_0158|ch_zh_0158.wav|S Parlamänt bestimmt di finanzielle Mittel und de Uftrag.
ch_zh_0159|ch_zh_0159.wav|Bim Milliardeprojekt zeichned sich es klars Nei ab.
ch_zh_0160|ch_zh_0160.wav|Widerspiegled die zwie Chammere d Schwizer Bevölkerig gnueg?
ch_zh_0161|ch_zh_0161.wav|Das chan mer so säge.
ch_zh_0162|ch_zh_0162.wav|'Jetzt sind mir gfröged' 'Jetzt sind mir gfröged', hät d Parteipresidäntin di Delegierte erinnered.
ch_zh_0163|ch_zh_0163.wav|De isch Mitti nünzähts Jahrhundert i Künstler- und Theaterchreise in Prag gebore worde.
ch_zh_0164|ch_zh_0164.wav|Das sind sehr wirksami Antikörper, wo besser nützed als härkömmlichi Medikamänt.
ch_zh_0165|ch_zh_0165.wav|De Heer würd meh au wider Theme wie d AHV und Chrankekasseprämie uf di politischi Agenda tue.
ch_zh_0166|ch_zh_0166.wav|Aber chum öper hät ernsthaft glaubt, dass si en so drastische Schritt mache würded.
ch_zh_0167|ch_zh_0167.wav|Si isch zum Bett vode Grossmueter gange und hät gseit:'Grossmueter, was häsch du für grossi Ohre!'
ch_zh_0168|ch_zh_0168.wav|Grossmueter, was häsch du für grossi Händ!
ch_zh_0169|ch_zh_0169.wav|Dassi di besser packe chan!
ch_zh_0170|ch_zh_0170.wav|'Dassi di besser frässe chan!' hät de Wolf gseit und au s Rotchäppli ufgässe.
ch_zh_0171|ch_zh_0171.wav|'Jetzt hani di, du alte Sünder!
ch_zh_0172|ch_zh_0172.wav|Aber d Dieb gönd nöd nur in Rüeggisberg ume, sondern ide ganze Region.
ch_zh_0173|ch_zh_0173.wav|D Kantön als Hauptbetroffeni sind mit däm aber gar nöd iverstande und drohed sogar mitem Referändum.
ch_zh_0174|ch_zh_0174.wav|Es gäbi Jahrgäng, wo sich nöd jedes Jahr träffed, will niemerd d Initiative ergrift.
ch_zh_0175|ch_zh_0175.wav|Nidwalde hät sit zweitusingundelf di tüfsti Unternähmensstürbelastig vo allne Kantön.
ch_zh_0176|ch_zh_0176.wav|Die wird au im Lade verchauft, aber miteme entsprächende Hiwis, will Rohmilch chan chrankheitserregendi Keim drin ha.
